,file_name,breed_name,type,sample_count
9858,n02110063_210,malamute,train,178.0
9859,n02110063_8007,malamute,train,178.0
9860,n02110063_1643,malamute,train,178.0
9861,n02110063_6391,malamute,train,178.0
9862,n02110063_11658,malamute,train,178.0
9863,n02110063_10589,malamute,train,178.0
9864,n02110063_838,malamute,train,178.0
9865,n02110063_17903,malamute,train,178.0
9866,n02110063_16713,malamute,train,178.0
9867,n02110063_4629,malamute,train,178.0
9868,n02110063_9861,malamute,train,178.0
9869,n02110063_13798,malamute,train,178.0
9870,n02110063_6636,malamute,train,178.0
9871,n02110063_11814,malamute,train,178.0
9872,n02110063_4432,malamute,train,178.0
9873,n02110063_8757,malamute,train,178.0
9874,n02110063_12269,malamute,train,178.0
9875,n02110063_14327,malamute,train,178.0
9876,n02110063_12326,malamute,train,178.0
9877,n02110063_10785,malamute,train,178.0
9878,n02110063_5676,malamute,train,178.0
9879,n02110063_15163,malamute,train,178.0
9880,n02110063_7810,malamute,train,178.0
9881,n02110063_12694,malamute,train,178.0
9882,n02110063_18750,malamute,train,178.0
9883,n02110063_12330,malamute,train,178.0
9884,n02110063_10751,malamute,train,178.0
9885,n02110063_15327,malamute,train,178.0
9886,n02110063_17622,malamute,train,178.0
9887,n02110063_4302,malamute,train,178.0
9888,n02110063_14141,malamute,train,178.0
9889,n02110063_8977,malamute,train,178.0
9890,n02110063_10768,malamute,train,178.0
9891,n02110063_17995,malamute,train,178.0
9892,n02110063_12634,malamute,train,178.0
9893,n02110063_899,malamute,train,178.0
9894,n02110063_540,malamute,train,178.0
9895,n02110063_6458,malamute,train,178.0
9896,n02110063_1058,malamute,train,178.0
9897,n02110063_7911,malamute,train,178.0
9898,n02110063_15110,malamute,train,178.0
9899,n02110063_13541,malamute,train,178.0
9900,n02110185_10875,Siberian_husky,train,192.0
9901,n02110185_632,Siberian_husky,train,192.0
9902,n02110185_7379,Siberian_husky,train,192.0
9903,n02110185_10902,Siberian_husky,train,192.0
9904,n02110185_5143,Siberian_husky,train,192.0
9905,n02110185_9712,Siberian_husky,train,192.0
9906,n02110185_8216,Siberian_husky,train,192.0
9907,n02110185_13942,Siberian_husky,train,192.0
9908,n02110185_8154,Siberian_husky,train,192.0
9909,n02110185_14289,Siberian_husky,train,192.0
9910,n02110185_13855,Siberian_husky,train,192.0
9911,n02110185_10360,Siberian_husky,train,192.0
9912,n02110185_14650,Siberian_husky,train,192.0
9913,n02110185_1469,Siberian_husky,train,192.0
9914,n02110185_11138,Siberian_husky,train,192.0
9915,n02110185_9194,Siberian_husky,train,192.0
9916,n02110185_11409,Siberian_husky,train,192.0
9917,n02110185_7888,Siberian_husky,train,192.0
9918,n02110185_11396,Siberian_husky,train,192.0
9919,n02110185_11445,Siberian_husky,train,192.0
9920,n02110185_1066,Siberian_husky,train,192.0
9921,n02110185_7762,Siberian_husky,train,192.0
9922,n02110185_3651,Siberian_husky,train,192.0
9923,n02110185_12478,Siberian_husky,train,192.0
9924,n02110185_4677,Siberian_husky,train,192.0
9925,n02110185_13158,Siberian_husky,train,192.0
9926,n02110185_5392,Siberian_husky,train,192.0
9927,n02110185_12441,Siberian_husky,train,192.0
9928,n02110185_14283,Siberian_husky,train,192.0
9929,n02110185_13127,Siberian_husky,train,192.0
9930,n02110185_2820,Siberian_husky,train,192.0
9931,n02110185_10898,Siberian_husky,train,192.0
9932,n02110185_6263,Siberian_husky,train,192.0
9933,n02110185_8748,Siberian_husky,train,192.0
9934,n02110185_8360,Siberian_husky,train,192.0
9935,n02110185_6411,Siberian_husky,train,192.0
9936,n02110185_1338,Siberian_husky,train,192.0
9937,n02110185_5716,Siberian_husky,train,192.0
9938,n02110185_815,Siberian_husky,train,192.0
9939,n02110185_11626,Siberian_husky,train,192.0
9940,n02110185_11783,Siberian_husky,train,192.0
9941,n02110185_2728,Siberian_husky,train,192.0
9942,n02110185_10273,Siberian_husky,train,192.0
9943,n02110185_14479,Siberian_husky,train,192.0
9944,n02110185_8005,Siberian_husky,train,192.0
9945,n02110185_12678,Siberian_husky,train,192.0
9946,n02110185_6094,Siberian_husky,train,192.0
9947,n02110185_14061,Siberian_husky,train,192.0
9948,n02110185_13821,Siberian_husky,train,192.0
9949,n02110185_2941,Siberian_husky,train,192.0
9950,n02110185_5030,Siberian_husky,train,192.0
9951,n02110185_4522,Siberian_husky,train,192.0
9952,n02110185_5495,Siberian_husky,train,192.0
9953,n02110185_10171,Siberian_husky,train,192.0
9954,n02110185_4694,Siberian_husky,train,192.0
9955,n02110185_4060,Siberian_husky,train,192.0
9956,n02110185_2614,Siberian_husky,train,192.0
9957,n02110185_11773,Siberian_husky,train,192.0
9958,n02110185_6409,Siberian_husky,train,192.0
9959,n02110185_5871,Siberian_husky,train,192.0
9960,n02110185_14560,Siberian_husky,train,192.0
9961,n02110185_4030,Siberian_husky,train,192.0
9962,n02110185_9001,Siberian_husky,train,192.0
9963,n02110185_7044,Siberian_husky,train,192.0
9964,n02110185_6850,Siberian_husky,train,192.0
9965,n02110185_10047,Siberian_husky,train,192.0
9966,n02110185_12380,Siberian_husky,train,192.0
9967,n02110185_7210,Siberian_husky,train,192.0
9968,n02110185_184,Siberian_husky,train,192.0
9969,n02110185_9334,Siberian_husky,train,192.0
9970,n02110185_9846,Siberian_husky,train,192.0
9971,n02110185_6775,Siberian_husky,train,192.0
9972,n02110185_1164,Siberian_husky,train,192.0
9973,n02110185_14597,Siberian_husky,train,192.0
9974,n02110185_14594,Siberian_husky,train,192.0
9975,n02110185_3291,Siberian_husky,train,192.0
9976,n02110185_1532,Siberian_husky,train,192.0
9977,n02110185_4906,Siberian_husky,train,192.0
9978,n02110185_11114,Siberian_husky,train,192.0
9979,n02110185_6105,Siberian_husky,train,192.0
9980,n02110185_8327,Siberian_husky,train,192.0
9981,n02110185_9461,Siberian_husky,train,192.0
9982,n02110185_4133,Siberian_husky,train,192.0
9983,n02110185_14906,Siberian_husky,train,192.0
9984,n02110185_712,Siberian_husky,train,192.0
9985,n02110185_3039,Siberian_husky,train,192.0
9986,n02110185_7246,Siberian_husky,train,192.0
9987,n02110185_6351,Siberian_husky,train,192.0
9988,n02110185_5973,Siberian_husky,train,192.0
9989,n02110185_2736,Siberian_husky,train,192.0
9990,n02110185_1497,Siberian_husky,train,192.0
9991,n02110185_11635,Siberian_husky,train,192.0
9992,n02110185_1130,Siberian_husky,train,192.0
9993,n02110185_4294,Siberian_husky,train,192.0
9994,n02110185_5159,Siberian_husky,train,192.0
9995,n02110185_3328,Siberian_husky,train,192.0
9996,n02110185_6780,Siberian_husky,train,192.0
9997,n02110185_4115,Siberian_husky,train,192.0
9998,n02110185_12656,Siberian_husky,train,192.0
9999,n02110185_7117,Siberian_husky,train,192.0
10000,n02110627_5361,affenpinscher,train,150.0
10001,n02110627_8519,affenpinscher,train,150.0
10002,n02110627_13210,affenpinscher,train,150.0
10003,n02110627_735,affenpinscher,train,150.0
10004,n02110627_8714,affenpinscher,train,150.0
10005,n02110627_3032,affenpinscher,train,150.0
10006,n02110627_13782,affenpinscher,train,150.0
10007,n02110627_11584,affenpinscher,train,150.0
10008,n02110627_12556,affenpinscher,train,150.0
10009,n02110627_8071,affenpinscher,train,150.0
10010,n02110627_946,affenpinscher,train,150.0
10011,n02110627_641,affenpinscher,train,150.0
10012,n02110627_11211,affenpinscher,train,150.0
10013,n02110627_12938,affenpinscher,train,150.0
10014,n02110627_11853,affenpinscher,train,150.0
10015,n02110627_11263,affenpinscher,train,150.0
10016,n02110627_4433,affenpinscher,train,150.0
10017,n02110627_10848,affenpinscher,train,150.0
10018,n02110627_4086,affenpinscher,train,150.0
10019,n02110627_13211,affenpinscher,train,150.0
10020,n02110627_13453,affenpinscher,train,150.0
10021,n02110627_6069,affenpinscher,train,150.0
10022,n02110627_12025,affenpinscher,train,150.0
10023,n02110627_11858,affenpinscher,train,150.0
10024,n02110627_13014,affenpinscher,train,150.0
10025,n02110627_12973,affenpinscher,train,150.0
10026,n02110627_8856,affenpinscher,train,150.0
10027,n02110627_11422,affenpinscher,train,150.0
10028,n02110627_11283,affenpinscher,train,150.0
10029,n02110627_1559,affenpinscher,train,150.0
10030,n02110627_1581,affenpinscher,train,150.0
10031,n02110627_6414,affenpinscher,train,150.0
10032,n02110627_13553,affenpinscher,train,150.0
10033,n02110627_5522,affenpinscher,train,150.0
10034,n02110627_5186,affenpinscher,train,150.0
10035,n02110627_8250,affenpinscher,train,150.0
10036,n02110627_13662,affenpinscher,train,150.0
10037,n02110627_7694,affenpinscher,train,150.0
10038,n02110627_2997,affenpinscher,train,150.0
10039,n02110627_9822,affenpinscher,train,150.0
10040,n02110627_13499,affenpinscher,train,150.0
10041,n02110627_3841,affenpinscher,train,150.0
10042,n02110627_1387,affenpinscher,train,150.0
10043,n02110627_2383,affenpinscher,train,150.0
10044,n02110627_3026,affenpinscher,train,150.0
10045,n02110627_2416,affenpinscher,train,150.0
10046,n02110627_13567,affenpinscher,train,150.0
10047,n02110627_12272,affenpinscher,train,150.0
10048,n02110627_10225,affenpinscher,train,150.0
10049,n02110627_1966,affenpinscher,train,150.0
10050,n02110627_13221,affenpinscher,train,150.0
10051,n02110627_8154,affenpinscher,train,150.0
10052,n02110627_3972,affenpinscher,train,150.0
10053,n02110627_11942,affenpinscher,train,150.0
10054,n02110627_7065,affenpinscher,train,150.0
10055,n02110627_12431,affenpinscher,train,150.0
10056,n02110627_3286,affenpinscher,train,150.0
10057,n02110627_2327,affenpinscher,train,150.0
10058,n02110627_11835,affenpinscher,train,150.0
10059,n02110627_10859,affenpinscher,train,150.0
10060,n02110627_11365,affenpinscher,train,150.0
10061,n02110627_2748,affenpinscher,train,150.0
10062,n02110627_3001,affenpinscher,train,150.0
10063,n02110627_12579,affenpinscher,train,150.0
10064,n02110627_6670,affenpinscher,train,150.0
10065,n02110627_3730,affenpinscher,train,150.0
10066,n02110627_6991,affenpinscher,train,150.0
10067,n02110627_11279,affenpinscher,train,150.0
10068,n02110627_233,affenpinscher,train,150.0
10069,n02110627_13020,affenpinscher,train,150.0
10070,n02110627_10447,affenpinscher,train,150.0
10071,n02110627_10437,affenpinscher,train,150.0
10072,n02110627_10986,affenpinscher,train,150.0
10073,n02110627_5743,affenpinscher,train,150.0
10074,n02110627_11435,affenpinscher,train,150.0
10075,n02110627_11663,affenpinscher,train,150.0
10076,n02110627_4130,affenpinscher,train,150.0
10077,n02110627_12997,affenpinscher,train,150.0
10078,n02110627_11783,affenpinscher,train,150.0
10079,n02110627_13654,affenpinscher,train,150.0
10080,n02110627_11811,affenpinscher,train,150.0
10081,n02110627_11614,affenpinscher,train,150.0
10082,n02110627_6965,affenpinscher,train,150.0
10083,n02110627_7680,affenpinscher,train,150.0
10084,n02110627_10439,affenpinscher,train,150.0
10085,n02110627_7770,affenpinscher,train,150.0
10086,n02110627_475,affenpinscher,train,150.0
10087,n02110627_3246,affenpinscher,train,150.0
10088,n02110627_12003,affenpinscher,train,150.0
10089,n02110627_13420,affenpinscher,train,150.0
10090,n02110627_13710,affenpinscher,train,150.0
10091,n02110627_11875,affenpinscher,train,150.0
10092,n02110627_12893,affenpinscher,train,150.0
10093,n02110627_11345,affenpinscher,train,150.0
10094,n02110627_4607,affenpinscher,train,150.0
10095,n02110627_12819,affenpinscher,train,150.0
10096,n02110627_6842,affenpinscher,train,150.0
10097,n02110627_12913,affenpinscher,train,150.0
10098,n02110627_12391,affenpinscher,train,150.0
10099,n02110627_13665,affenpinscher,train,150.0
10100,n02110806_4966,basenji,train,209.0
10101,n02110806_5301,basenji,train,209.0
10102,n02110806_4216,basenji,train,209.0
10103,n02110806_5692,basenji,train,209.0
10104,n02110806_3827,basenji,train,209.0
10105,n02110806_2249,basenji,train,209.0
10106,n02110806_3138,basenji,train,209.0
10107,n02110806_6137,basenji,train,209.0
10108,n02110806_3331,basenji,train,209.0
10109,n02110806_1035,basenji,train,209.0
10110,n02110806_1236,basenji,train,209.0
10111,n02110806_346,basenji,train,209.0
10112,n02110806_4615,basenji,train,209.0
10113,n02110806_1667,basenji,train,209.0
10114,n02110806_4280,basenji,train,209.0
10115,n02110806_884,basenji,train,209.0
10116,n02110806_4218,basenji,train,209.0
10117,n02110806_1826,basenji,train,209.0
10118,n02110806_4122,basenji,train,209.0
10119,n02110806_5381,basenji,train,209.0
10120,n02110806_4199,basenji,train,209.0
10121,n02110806_1904,basenji,train,209.0
10122,n02110806_1100,basenji,train,209.0
10123,n02110806_1259,basenji,train,209.0
10124,n02110806_6080,basenji,train,209.0
10125,n02110806_849,basenji,train,209.0
10126,n02110806_1359,basenji,train,209.0
10127,n02110806_3981,basenji,train,209.0
10128,n02110806_4463,basenji,train,209.0
10129,n02110806_1841,basenji,train,209.0
10130,n02110806_3531,basenji,train,209.0
10131,n02110806_4012,basenji,train,209.0
10132,n02110806_5660,basenji,train,209.0
10133,n02110806_6542,basenji,train,209.0
10134,n02110806_1382,basenji,train,209.0
10135,n02110806_2497,basenji,train,209.0
10136,n02110806_2903,basenji,train,209.0
10137,n02110806_3956,basenji,train,209.0
10138,n02110806_6323,basenji,train,209.0
10139,n02110806_4244,basenji,train,209.0
10140,n02110806_4853,basenji,train,209.0
10141,n02110806_581,basenji,train,209.0
10142,n02110806_6016,basenji,train,209.0
10143,n02110806_3711,basenji,train,209.0
10144,n02110806_4322,basenji,train,209.0
10145,n02110806_4291,basenji,train,209.0
10146,n02110806_5312,basenji,train,209.0
10147,n02110806_3937,basenji,train,209.0
10148,n02110806_2006,basenji,train,209.0
10149,n02110806_5537,basenji,train,209.0
10150,n02110806_2810,basenji,train,209.0
10151,n02110806_4876,basenji,train,209.0
10152,n02110806_6554,basenji,train,209.0
10153,n02110806_5238,basenji,train,209.0
10154,n02110806_3093,basenji,train,209.0
10155,n02110806_1019,basenji,train,209.0
10156,n02110806_3489,basenji,train,209.0
10157,n02110806_5642,basenji,train,209.0
10158,n02110806_1525,basenji,train,209.0
10159,n02110806_6247,basenji,train,209.0
10160,n02110806_5663,basenji,train,209.0
10161,n02110806_2580,basenji,train,209.0
10162,n02110806_4150,basenji,train,209.0
10163,n02110806_1942,basenji,train,209.0
10164,n02110806_4289,basenji,train,209.0
10165,n02110806_4297,basenji,train,209.0
10166,n02110806_4472,basenji,train,209.0
10167,n02110806_3971,basenji,train,209.0
10168,n02110806_5051,basenji,train,209.0
10169,n02110806_762,basenji,train,209.0
10170,n02110806_4627,basenji,train,209.0
10171,n02110806_479,basenji,train,209.0
10172,n02110806_6035,basenji,train,209.0
10173,n02110806_2365,basenji,train,209.0
10174,n02110806_3903,basenji,train,209.0
10175,n02110806_3880,basenji,train,209.0
10176,n02110806_582,basenji,train,209.0
10177,n02110806_4327,basenji,train,209.0
10178,n02110806_4105,basenji,train,209.0
10179,n02110806_402,basenji,train,209.0
10180,n02110806_3968,basenji,train,209.0
10181,n02110806_3673,basenji,train,209.0
10182,n02110806_563,basenji,train,209.0
10183,n02110806_4888,basenji,train,209.0
10184,n02110806_4488,basenji,train,209.0
10185,n02110806_318,basenji,train,209.0
10186,n02110806_2157,basenji,train,209.0
10187,n02110806_111,basenji,train,209.0
10188,n02110806_4242,basenji,train,209.0
10189,n02110806_2630,basenji,train,209.0
10190,n02110806_4331,basenji,train,209.0
10191,n02110806_6528,basenji,train,209.0
10192,n02110806_4072,basenji,train,209.0
10193,n02110806_4179,basenji,train,209.0
10194,n02110806_3638,basenji,train,209.0
10195,n02110806_5861,basenji,train,209.0
10196,n02110806_839,basenji,train,209.0
10197,n02110806_4395,basenji,train,209.0
10198,n02110806_6424,basenji,train,209.0
10199,n02110806_1396,basenji,train,209.0
10200,n02110958_13364,pug,train,200.0
10201,n02110958_3795,pug,train,200.0
10202,n02110958_16453,pug,train,200.0
10203,n02110958_15538,pug,train,200.0
10204,n02110958_13812,pug,train,200.0
10205,n02110958_14179,pug,train,200.0
10206,n02110958_13930,pug,train,200.0
10207,n02110958_11083,pug,train,200.0
10208,n02110958_14996,pug,train,200.0
10209,n02110958_10193,pug,train,200.0
10210,n02110958_13455,pug,train,200.0
10211,n02110958_11194,pug,train,200.0
10212,n02110958_1108,pug,train,200.0
10213,n02110958_13581,pug,train,200.0
10214,n02110958_16492,pug,train,200.0
10215,n02110958_15015,pug,train,200.0
10216,n02110958_15364,pug,train,200.0
10217,n02110958_16178,pug,train,200.0
10218,n02110958_5976,pug,train,200.0
10219,n02110958_589,pug,train,200.0
10220,n02110958_11306,pug,train,200.0
10221,n02110958_16132,pug,train,200.0
10222,n02110958_15217,pug,train,200.0
10223,n02110958_13002,pug,train,200.0
10224,n02110958_1975,pug,train,200.0
10225,n02110958_9642,pug,train,200.0
10226,n02110958_11870,pug,train,200.0
10227,n02110958_7801,pug,train,200.0
10228,n02110958_12120,pug,train,200.0
10229,n02110958_353,pug,train,200.0
10230,n02110958_3644,pug,train,200.0
10231,n02110958_14832,pug,train,200.0
10232,n02110958_15352,pug,train,200.0
10233,n02110958_11261,pug,train,200.0
10234,n02110958_12934,pug,train,200.0
10235,n02110958_12432,pug,train,200.0
10236,n02110958_10842,pug,train,200.0
10237,n02110958_8583,pug,train,200.0
10238,n02110958_13439,pug,train,200.0
10239,n02110958_11977,pug,train,200.0
10240,n02110958_2144,pug,train,200.0
10241,n02110958_2777,pug,train,200.0
10242,n02110958_13263,pug,train,200.0
10243,n02110958_15550,pug,train,200.0
10244,n02110958_16471,pug,train,200.0
10245,n02110958_15449,pug,train,200.0
10246,n02110958_12350,pug,train,200.0
10247,n02110958_2009,pug,train,200.0
10248,n02110958_13023,pug,train,200.0
10249,n02110958_15746,pug,train,200.0
10250,n02110958_14142,pug,train,200.0
10251,n02110958_12761,pug,train,200.0
10252,n02110958_7027,pug,train,200.0
10253,n02110958_15663,pug,train,200.0
10254,n02110958_11958,pug,train,200.0
10255,n02110958_11209,pug,train,200.0
10256,n02110958_2745,pug,train,200.0
10257,n02110958_13224,pug,train,200.0
10258,n02110958_15129,pug,train,200.0
10259,n02110958_16087,pug,train,200.0
10260,n02110958_14711,pug,train,200.0
10261,n02110958_12275,pug,train,200.0
10262,n02110958_13042,pug,train,200.0
10263,n02110958_9008,pug,train,200.0
10264,n02110958_5788,pug,train,200.0
10265,n02110958_8814,pug,train,200.0
10266,n02110958_15873,pug,train,200.0
10267,n02110958_11256,pug,train,200.0
10268,n02110958_8724,pug,train,200.0
10269,n02110958_8513,pug,train,200.0
10270,n02110958_15171,pug,train,200.0
10271,n02110958_4043,pug,train,200.0
10272,n02110958_16150,pug,train,200.0
10273,n02110958_11979,pug,train,200.0
10274,n02110958_12130,pug,train,200.0
10275,n02110958_15014,pug,train,200.0
10276,n02110958_12025,pug,train,200.0
10277,n02110958_13391,pug,train,200.0
10278,n02110958_7255,pug,train,200.0
10279,n02110958_12781,pug,train,200.0
10280,n02110958_340,pug,train,200.0
10281,n02110958_16217,pug,train,200.0
10282,n02110958_11239,pug,train,200.0
10283,n02110958_14984,pug,train,200.0
10284,n02110958_16426,pug,train,200.0
10285,n02110958_13721,pug,train,200.0
10286,n02110958_11675,pug,train,200.0
10287,n02110958_11725,pug,train,200.0
10288,n02110958_16434,pug,train,200.0
10289,n02110958_14311,pug,train,200.0
10290,n02110958_12224,pug,train,200.0
10291,n02110958_13506,pug,train,200.0
10292,n02110958_15351,pug,train,200.0
10293,n02110958_14647,pug,train,200.0
10294,n02110958_14768,pug,train,200.0
10295,n02110958_11632,pug,train,200.0
10296,n02110958_1639,pug,train,200.0
10297,n02110958_1636,pug,train,200.0
10298,n02110958_12625,pug,train,200.0
10299,n02110958_14654,pug,train,200.0
10300,n02111129_4533,Leonberg,train,210.0
10301,n02111129_1497,Leonberg,train,210.0
10302,n02111129_390,Leonberg,train,210.0
10303,n02111129_3595,Leonberg,train,210.0
10304,n02111129_638,Leonberg,train,210.0
10305,n02111129_2620,Leonberg,train,210.0
10306,n02111129_4246,Leonberg,train,210.0
10307,n02111129_4467,Leonberg,train,210.0
10308,n02111129_2384,Leonberg,train,210.0
10309,n02111129_1065,Leonberg,train,210.0
10310,n02111129_246,Leonberg,train,210.0
10311,n02111129_593,Leonberg,train,210.0
10312,n02111129_2359,Leonberg,train,210.0
10313,n02111129_2781,Leonberg,train,210.0
10314,n02111129_658,Leonberg,train,210.0
10315,n02111129_3884,Leonberg,train,210.0
10316,n02111129_3966,Leonberg,train,210.0
10317,n02111129_3917,Leonberg,train,210.0
10318,n02111129_4048,Leonberg,train,210.0
10319,n02111129_1656,Leonberg,train,210.0
10320,n02111129_2751,Leonberg,train,210.0
10321,n02111129_2594,Leonberg,train,210.0
10322,n02111129_1042,Leonberg,train,210.0
10323,n02111129_2168,Leonberg,train,210.0
10324,n02111129_3675,Leonberg,train,210.0
10325,n02111129_1184,Leonberg,train,210.0
10326,n02111129_372,Leonberg,train,210.0
10327,n02111129_1331,Leonberg,train,210.0
10328,n02111129_3828,Leonberg,train,210.0
10329,n02111129_4677,Leonberg,train,210.0
10330,n02111129_4742,Leonberg,train,210.0
10331,n02111129_1708,Leonberg,train,210.0
10332,n02111129_513,Leonberg,train,210.0
10333,n02111129_3359,Leonberg,train,210.0
10334,n02111129_1094,Leonberg,train,210.0
10335,n02111129_4608,Leonberg,train,210.0
10336,n02111129_2072,Leonberg,train,210.0
10337,n02111129_2153,Leonberg,train,210.0
10338,n02111129_1380,Leonberg,train,210.0
10339,n02111129_2949,Leonberg,train,210.0
10340,n02111129_4779,Leonberg,train,210.0
10341,n02111129_5144,Leonberg,train,210.0
10342,n02111129_2617,Leonberg,train,210.0
10343,n02111129_1662,Leonberg,train,210.0
10344,n02111129_2211,Leonberg,train,210.0
10345,n02111129_1181,Leonberg,train,210.0
10346,n02111129_4878,Leonberg,train,210.0
10347,n02111129_1206,Leonberg,train,210.0
10348,n02111129_4698,Leonberg,train,210.0
10349,n02111129_856,Leonberg,train,210.0
10350,n02111129_1215,Leonberg,train,210.0
10351,n02111129_1480,Leonberg,train,210.0
10352,n02111129_306,Leonberg,train,210.0
10353,n02111129_1482,Leonberg,train,210.0
10354,n02111129_5163,Leonberg,train,210.0
10355,n02111129_1325,Leonberg,train,210.0
10356,n02111129_4001,Leonberg,train,210.0
10357,n02111129_77,Leonberg,train,210.0
10358,n02111129_4400,Leonberg,train,210.0
10359,n02111129_314,Leonberg,train,210.0
10360,n02111129_3498,Leonberg,train,210.0
10361,n02111129_4775,Leonberg,train,210.0
10362,n02111129_1684,Leonberg,train,210.0
10363,n02111129_1670,Leonberg,train,210.0
10364,n02111129_2700,Leonberg,train,210.0
10365,n02111129_1583,Leonberg,train,210.0
10366,n02111129_2301,Leonberg,train,210.0
10367,n02111129_4285,Leonberg,train,210.0
10368,n02111129_3087,Leonberg,train,210.0
10369,n02111129_2739,Leonberg,train,210.0
10370,n02111129_3541,Leonberg,train,210.0
10371,n02111129_3797,Leonberg,train,210.0
10372,n02111129_5156,Leonberg,train,210.0
10373,n02111129_5237,Leonberg,train,210.0
10374,n02111129_2347,Leonberg,train,210.0
10375,n02111129_3388,Leonberg,train,210.0
10376,n02111129_1851,Leonberg,train,210.0
10377,n02111129_1383,Leonberg,train,210.0
10378,n02111129_2954,Leonberg,train,210.0
10379,n02111129_990,Leonberg,train,210.0
10380,n02111129_4958,Leonberg,train,210.0
10381,n02111129_294,Leonberg,train,210.0
10382,n02111129_5303,Leonberg,train,210.0
10383,n02111129_426,Leonberg,train,210.0
10384,n02111129_2047,Leonberg,train,210.0
10385,n02111129_4305,Leonberg,train,210.0
10386,n02111129_974,Leonberg,train,210.0
10387,n02111129_1197,Leonberg,train,210.0
10388,n02111129_2218,Leonberg,train,210.0
10389,n02111129_1014,Leonberg,train,210.0
10390,n02111129_74,Leonberg,train,210.0
10391,n02111129_571,Leonberg,train,210.0
10392,n02111129_861,Leonberg,train,210.0
10393,n02111129_1115,Leonberg,train,210.0
10394,n02111129_2112,Leonberg,train,210.0
10395,n02111129_1153,Leonberg,train,210.0
10396,n02111129_164,Leonberg,train,210.0
10397,n02111129_2088,Leonberg,train,210.0
10398,n02111129_2750,Leonberg,train,210.0
10399,n02111129_2063,Leonberg,train,210.0
10400,n02111277_3990,Newfoundland,train,195.0
10401,n02111277_4869,Newfoundland,train,195.0
10402,n02111277_6971,Newfoundland,train,195.0
10403,n02111277_5879,Newfoundland,train,195.0
10404,n02111277_11433,Newfoundland,train,195.0
10405,n02111277_5577,Newfoundland,train,195.0
10406,n02111277_2705,Newfoundland,train,195.0
10407,n02111277_8856,Newfoundland,train,195.0
10408,n02111277_6861,Newfoundland,train,195.0
10409,n02111277_3150,Newfoundland,train,195.0
10410,n02111277_1964,Newfoundland,train,195.0
10411,n02111277_13670,Newfoundland,train,195.0
10412,n02111277_2160,Newfoundland,train,195.0
10413,n02111277_2135,Newfoundland,train,195.0
10414,n02111277_4924,Newfoundland,train,195.0
10415,n02111277_7010,Newfoundland,train,195.0
10416,n02111277_6353,Newfoundland,train,195.0
10417,n02111277_2769,Newfoundland,train,195.0
10418,n02111277_4369,Newfoundland,train,195.0
10419,n02111277_6773,Newfoundland,train,195.0
10420,n02111277_5845,Newfoundland,train,195.0
10421,n02111277_3896,Newfoundland,train,195.0
10422,n02111277_6402,Newfoundland,train,195.0
10423,n02111277_2552,Newfoundland,train,195.0
10424,n02111277_6616,Newfoundland,train,195.0
10425,n02111277_3067,Newfoundland,train,195.0
10426,n02111277_5183,Newfoundland,train,195.0
10427,n02111277_14330,Newfoundland,train,195.0
10428,n02111277_4404,Newfoundland,train,195.0
10429,n02111277_4292,Newfoundland,train,195.0
10430,n02111277_7377,Newfoundland,train,195.0
10431,n02111277_3165,Newfoundland,train,195.0
10432,n02111277_6838,Newfoundland,train,195.0
10433,n02111277_980,Newfoundland,train,195.0
10434,n02111277_6471,Newfoundland,train,195.0
10435,n02111277_10578,Newfoundland,train,195.0
10436,n02111277_14577,Newfoundland,train,195.0
10437,n02111277_1628,Newfoundland,train,195.0
10438,n02111277_413,Newfoundland,train,195.0
10439,n02111277_392,Newfoundland,train,195.0
10440,n02111277_2822,Newfoundland,train,195.0
10441,n02111277_5928,Newfoundland,train,195.0
10442,n02111277_399,Newfoundland,train,195.0
10443,n02111277_6337,Newfoundland,train,195.0
10444,n02111277_7760,Newfoundland,train,195.0
10445,n02111277_3153,Newfoundland,train,195.0
10446,n02111277_160,Newfoundland,train,195.0
10447,n02111277_7088,Newfoundland,train,195.0
10448,n02111277_1372,Newfoundland,train,195.0
10449,n02111277_2272,Newfoundland,train,195.0
10450,n02111277_5369,Newfoundland,train,195.0
10451,n02111277_5964,Newfoundland,train,195.0
10452,n02111277_3254,Newfoundland,train,195.0
10453,n02111277_1470,Newfoundland,train,195.0
10454,n02111277_182,Newfoundland,train,195.0
10455,n02111277_6410,Newfoundland,train,195.0
10456,n02111277_562,Newfoundland,train,195.0
10457,n02111277_6885,Newfoundland,train,195.0
10458,n02111277_2807,Newfoundland,train,195.0
10459,n02111277_1288,Newfoundland,train,195.0
10460,n02111277_3206,Newfoundland,train,195.0
10461,n02111277_2540,Newfoundland,train,195.0
10462,n02111277_1040,Newfoundland,train,195.0
10463,n02111277_7285,Newfoundland,train,195.0
10464,n02111277_12022,Newfoundland,train,195.0
10465,n02111277_522,Newfoundland,train,195.0
10466,n02111277_1018,Newfoundland,train,195.0
10467,n02111277_341,Newfoundland,train,195.0
10468,n02111277_1029,Newfoundland,train,195.0
10469,n02111277_2038,Newfoundland,train,195.0
10470,n02111277_9301,Newfoundland,train,195.0
10471,n02111277_3951,Newfoundland,train,195.0
10472,n02111277_3034,Newfoundland,train,195.0
10473,n02111277_1177,Newfoundland,train,195.0
10474,n02111277_2885,Newfoundland,train,195.0
10475,n02111277_6483,Newfoundland,train,195.0
10476,n02111277_7851,Newfoundland,train,195.0
